_id,name,quantity
5ec6155c2e79a2478466002e,Food,9
5ec6155c2e79a2478466002d,Work,9
5ec6155c2e79a2478466002f,Drink,9
5ec6155c2e79a24784660030,Country,9
5ec6155c2e79a24784660031,Clothes,9
5ec6155c2e79a24784660032,Natures,9
5ec8ac930b9d44696ea94f4f,Entertainment,9
5ec8acbbd2eef159b0bd1d18,Emotions,9
5ec8acdad2eef159b0bd1d19,Equiments,9
